Código ;Nombre;Código ;Nombre;Código ;Nombre;"Tipo";Longitud;Latitud;altitude
13;BOLÍVAR;13212;CÓRDOBA;13212010;LA SIERRA;CP;-74.95874;9.564567;3291.719482421875
13;BOLÍVAR;13212;CÓRDOBA;13212011;LAS MARÍAS;CP;-74.934503;9.447616;3288.203125
13;BOLÍVAR;13212;CÓRDOBA;13212012;PUEBLO NUEVO;CP;-74.908682;9.437605;3292.00244140625
13;BOLÍVAR;13212;CÓRDOBA;13212013;SANAHUARE;CP;-74.884397;9.43736;3292.353271484375
13;BOLÍVAR;13212;CÓRDOBA;13212014;SOCORRO 1;CP;-74.988769;9.455403;3284.416015625
13;BOLÍVAR;13212;CÓRDOBA;13212015;BELLAVISTA;CP;-74.949083;9.456688;3287
13;BOLÍVAR;13212;CÓRDOBA;13212016;LAS LOMITAS;CP;-74.913274;9.481743;3292.401123046875
13;BOLÍVAR;13212;CÓRDOBA;13212017;CALIFORNIA;CP;-74.956635;9.435237;3285.70263671875
13;BOLÍVAR;13222;CLEMENCIA;13222000;CLEMENCIA;CM;-75.328517;10.567541;3322.802001953125
13;BOLÍVAR;13222;CLEMENCIA;13222001;LAS CARAS;CP;-75.24024;10.550845;3325.62451171875
13;BOLÍVAR;13222;CLEMENCIA;13222002;EL PEÑIQUE;CP;-75.260588;10.538759;3325.002197265625
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244000;EL CARMEN DE BOLÍVAR;CM;-75.121231;9.718573;3300
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244001;BAJO GRANDE;CP;-75.223268;9.686739;3295.97900390625
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244002;CARACOLÍ GRANDE;CP;-75.227376;9.73969;3297.51318359375
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244003;EL SALADO;CP;-75.035688;9.582134;3295
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244004;JESÚS DEL MONTE;CP;-74.980504;9.749208;3304.999755859375
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244005;MACAYEPOS;CP;-75.341167;9.679957;3283.031982421875
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244006;SAN CARLOS;CP;-75.23687;9.711241;3296.999755859375
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244007;SAN ISIDRO;CP;-75.21741;9.76639;3298
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244008;HATO NUEVO;CP;-75.057662;9.73233;3301.564697265625
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244011;EL RAIZAL;CP;-75.219502;9.70511;3296.046875
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244014;SANTA LUCÍA;CP;-75.221339;9.697178;3296
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244017;SANTO DOMINGO DE MEZA;CP;-75.315654;9.798592;3295.348388671875
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244018;EL HOBO;CP;-75.237158;9.671623;3295.066650390625
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244019;ARROYO ARENA;CP;-75.17066;9.726546;3295
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244020;LÁZARO;CP;-75.313868;9.719461;3288.125732421875
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244021;PADULA;CP;-75.130464;9.663644;3299.248779296875
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;13244022;VERDÚN;CP;-75.141809;9.645558;3298.4658203125
13;BOLÍVAR;13248;EL GUAMO;13248000;EL GUAMO;CM;-74.976102;10.030874;3321.0927734375
13;BOLÍVAR;13248;EL GUAMO;13248001;LA ENEA;CP;-74.942488;10.067784;3319.750244140625
13;BOLÍVAR;13248;EL GUAMO;13248002;SAN JOSÉ DE LATA;CP;-75.027979;10.048108;3316.0009765625
13;BOLÍVAR;13248;EL GUAMO;13248003;NERVITÍ;CP;-74.79944;9.995604;3313.002685546875
13;BOLÍVAR;13248;EL GUAMO;13248004;ROBLES;CP;-74.843654;10.074258;3319.178955078125
13;BOLÍVAR;13248;EL GUAMO;13248005;TASAJERA;CP;-74.822577;10.025595;3316.7802734375
13;BOLÍVAR;13268;EL PEÑÓN;13268000;EL PEÑÓN;CM;-73.949274;8.988271;3234.9482421875
13;BOLÍVAR;13268;EL PEÑÓN;13268003;BUENOS AIRES;CP;-73.933347;8.750736;3216.42822265625
13;BOLÍVAR;13268;EL PEÑÓN;13268004;CASTAÑAL;CP;-73.939303;8.944821;3230.531494140625
13;BOLÍVAR;13268;EL PEÑÓN;13268006;LA CHAPETONA;CP;-73.965508;8.89669;3230.33544921875
13;BOLÍVAR;13268;EL PEÑÓN;13268008;JAPÓN;CP;-73.870837;8.936475;3225
13;BOLÍVAR;13268;EL PEÑÓN;13268013;LA HUMAREDA;CP;-73.874038;8.905931;3224.991943359375
13;BOLÍVAR;13268;EL PEÑÓN;13268017;PEÑONCITO;CP;-73.928991;8.975978;3231.665771484375
13;BOLÍVAR;13300;HATILLO DE LOBA;13300000;HATILLO DE LOBA;CM;-74.07833;8.955708;3237.98388671875
13;BOLÍVAR;13300;HATILLO DE LOBA;13300001;EL POZÓN;CP;-74.401078;9.000606;3253.055419921875
13;BOLÍVAR;13300;HATILLO DE LOBA;13300002;JUANA SÁNCHEZ;CP;-74.023487;8.964301;3240
13;BOLÍVAR;13300;HATILLO DE LOBA;13300003;LA RIBONA;CP;-74.061864;9.013552;3240.5
13;BOLÍVAR;13300;HATILLO DE LOBA;13300004;LA VICTORIA;CP;-74.21979;8.948554;3245.35205078125
13;BOLÍVAR;13300;HATILLO DE LOBA;13300005;PUEBLO NUEVO;CP;-74.340081;8.97209;3249.94580078125
13;BOLÍVAR;13300;HATILLO DE LOBA;13300006;SAN MIGUEL;CP;-73.992241;8.982864;3239.295166015625
13;BOLÍVAR;13300;HATILLO DE LOBA;13300007;CERRO DE LAS AGUADAS;CP;-74.054418;8.954224;3238.533203125
13;BOLÍVAR;13300;HATILLO DE LOBA;13300008;LAS BRISAS;CP;-74.367125;8.971524;3250.752197265625
13;BOLÍVAR;13300;HATILLO DE LOBA;13300009;GUALÍ;CP;-74.157966;8.958831;3247.5263671875
13;BOLÍVAR;13300;HATILLO DE LOBA;13300010;LAS PALMAS;CP;-74.381018;8.979895;3250.79052734375
13;BOLÍVAR;13430;MAGANGUÉ;13430000;MAGANGUÉ;CM;-74.770175;9.26854;3280
13;BOLÍVAR;13430;MAGANGUÉ;13430001;BARBOSA;CP;-74.637641;9.023936;3264.193359375
13;BOLÍVAR;13430;MAGANGUÉ;13430002;BARRANCA DE YUCA;CP;-74.853007;9.179366;3283.705810546875
13;BOLÍVAR;13430;MAGANGUÉ;13430003;BETANIA;CP;-74.821581;9.38025;3286.453857421875
13;BOLÍVAR;13430;MAGANGUÉ;13430004;BOCA DE SAN ANTONIO;CP;-74.764376;9.041121;3273.504638671875
13;BOLÍVAR;13430;MAGANGUÉ;13430006;CASCAJAL;CP;-74.806677;9.314594;3282.2275390625
13;BOLÍVAR;13430;MAGANGUÉ;13430007;CEIBAL;CP;-74.809574;9.355691;3284.972900390625
13;BOLÍVAR;13430;MAGANGUÉ;13430008;COYONGAL;CP;-74.488353;8.918218;3253.652587890625
13;BOLÍVAR;13430;MAGANGUÉ;13430009;EL RETIRO;CP;-74.734907;9.169333;3278.551513671875
13;BOLÍVAR;13430;MAGANGUÉ;13430010;GUAZO;CP;-74.736344;9.159654;3278
13;BOLÍVAR;13430;MAGANGUÉ;13430011;HENEQUÉN;CP;-74.831129;9.271931;3283.68115234375
13;BOLÍVAR;13430;MAGANGUÉ;13430013;JUAN ARIAS;CP;-74.922126;9.324023;3286.99609375
13;BOLÍVAR;13430;MAGANGUÉ;13430014;LA PASCUALA;CP;-74.813343;9.396085;3286.771728515625
13;BOLÍVAR;13430;MAGANGUÉ;13430015;LA VENTURA;CP;-74.881696;9.224131;3286.821044921875
13;BOLÍVAR;13430;MAGANGUÉ;13430016;LAS BRISAS;CP;-74.746814;9.43244;3288.086669921875
13;BOLÍVAR;13430;MAGANGUÉ;13430017;MADRID;CP;-74.749654;9.193852;3278.997314453125
13;BOLÍVAR;13430;MAGANGUÉ;13430018;PALMARITO;CP;-74.6725;9.056153;3269.63818359375
13;BOLÍVAR;13430;MAGANGUÉ;13430019;PANSEGÜITA;CP;-74.70378;9.092309;3273.066650390625
13;BOLÍVAR;13430;MAGANGUÉ;13430020;PIÑALITO;CP;-74.797285;9.133944;3276
13;BOLÍVAR;13430;MAGANGUÉ;13430021;SAN RAFAEL DE CORTINA;CP;-74.774888;9.304162;3280.96728515625
13;BOLÍVAR;13430;MAGANGUÉ;13430022;SAN JOSÉ DE LAS MARTAS;CP;-74.538506;8.990662;3262.03466796875
13;BOLÍVAR;13430;MAGANGUÉ;13430023;SAN SEBASTIÁN DE BUENAVISTA;CP;-74.588053;8.991188;3263.99951171875
13;BOLÍVAR;13430;MAGANGUÉ;13430024;SANTA FE;CP;-74.711312;9.295761;3281.99951171875
13;BOLÍVAR;13430;MAGANGUÉ;13430025;SANTA LUCÍA;CP;-74.71077;9.314149;3282.434814453125
13;BOLÍVAR;13430;MAGANGUÉ;13430026;SANTA MÓNICA;CP;-74.476307;8.823547;3245.059814453125
13;BOLÍVAR;13430;MAGANGUÉ;13430027;SANTA PABLA;CP;-74.465496;8.843845;3245.090576171875
13;BOLÍVAR;13430;MAGANGUÉ;13430028;SITIO NUEVO;CP;-74.607464;9.015282;3264
13;BOLÍVAR;13430;MAGANGUÉ;13430029;PUERTO KENNEDY;CP;-74.711805;9.344063;3283.703857421875
13;BOLÍVAR;13430;MAGANGUÉ;13430030;TACALOA;CP;-74.755828;9.413166;3286.993408203125
13;BOLÍVAR;13430;MAGANGUÉ;13430031;TACASALUMA;CP;-74.802015;9.106095;3275.939208984375
13;BOLÍVAR;13430;MAGANGUÉ;13430032;TOLÚ;CP;-74.533849;8.971771;3260.62548828125
13;BOLÍVAR;13430;MAGANGUÉ;13430036;PLAYA DE LAS FLORES;CP;-74.467706;8.877308;3248.891357421875
13;BOLÍVAR;13430;MAGANGUÉ;13430038;EL CUATRO;CP;-74.873927;9.309694;3288.048095703125
13;BOLÍVAR;13430;MAGANGUÉ;13430039;BOCA DE GUAMAL;CP;-74.480835;8.907412;3253.645751953125
13;BOLÍVAR;13430;MAGANGUÉ;13430040;TRES PUNTAS;CP;-74.893074;9.189834;3283.234130859375
13;BOLÍVAR;13430;MAGANGUÉ;13430041;EMAUS;CP;-74.910385;9.283231;3285
13;BOLÍVAR;13430;MAGANGUÉ;13430047;PUERTO NARIÑO;CP;-74.738028;9.199143;3279.02587890625
13;BOLÍVAR;13430;MAGANGUÉ;13430048;PUNTA DE CARTAGENA;CP;-74.474859;8.886674;3250.733154296875
13;BOLÍVAR;13430;MAGANGUÉ;13430049;ROMA;CP;-74.502331;8.938215;3255.015380859375
13;BOLÍVAR;13430;MAGANGUÉ;13430051;SAN ANTOÑITO;CP;-74.83388;9.135505;3275.016357421875
13;BOLÍVAR;13430;MAGANGUÉ;13430052;SANTA COITA;CP;-74.520364;8.949038;3257.574462890625
13;BOLÍVAR;13430;MAGANGUÉ;13430053;FLORENCIA;CP;-74.891516;9.313669;3286.9619140625
13;BOLÍVAR;13433;MAHATES;13433000;MAHATES;CM;-75.191583;10.233316;3319.974853515625
13;BOLÍVAR;13433;MAHATES;13433001;EVITAR;CP;-75.159486;10.272158;3320
13;BOLÍVAR;13433;MAHATES;13433002;GAMERO;CP;-75.211417;10.205683;3318.04833984375
13;BOLÍVAR;13433;MAHATES;13433003;MALAGANA;CP;-75.226047;10.140956;3314.099853515625
13;BOLÍVAR;13433;MAHATES;13433004;SAN BASILIO DE PALENQUE;CP;-75.199444;10.104732;3315.906494140625
13;BOLÍVAR;13433;MAHATES;13433005;SAN JOAQUÍN;CP;-75.108783;10.160843;3314.0009765625
13;BOLÍVAR;13433;MAHATES;13433009;MANDINGA;CP;-75.13822;10.141866;3315.9814453125
13;BOLÍVAR;13433;MAHATES;13433010;CRUZ DEL VIZO;CP;-75.24244;10.133854;3312.263427734375
13;BOLÍVAR;13433;MAHATES;13433011;LA MANGA;CP;-75.166264;10.132548;3317
13;BOLÍVAR;13440;MARGARITA;13440000;MARGARITA;CM;-74.280822;9.15555;3254
13;BOLÍVAR;13440;MARGARITA;13440001;BOTÓN DE LEIVA;CP;-74.253944;9.15353;3254.000244140625
13;BOLÍVAR;13440;MARGARITA;13440002;CANTERA;CP;-74.165317;9.067136;3247.1826171875
13;BOLÍVAR;13440;MARGARITA;13440003;CAUSADO;CP;-74.318944;9.129104;3255.30712890625
13;BOLÍVAR;13440;MARGARITA;13440004;CHILLOA;CP;-74.219401;9.116606;3251.953857421875
13;BOLÍVAR;13440;MARGARITA;13440005;DOÑA JUANA;CP;-74.194396;9.093413;3248.5419921875
13;BOLÍVAR;13440;MARGARITA;13440007;MAMONCITO;CP;-74.264512;9.045987;3253
13;BOLÍVAR;13440;MARGARITA;13440008;SANDOVAL;CP;-74.24517;9.135532;3254
13;BOLÍVAR;13440;MARGARITA;13440010;SAN JOSÉ DE LOS TRAPICHES;CP;-74.234213;9.124046;3253.52197265625
13;BOLÍVAR;13440;MARGARITA;13440011;COROCITO;CP;-74.278493;9.066418;3253.460205078125
13;BOLÍVAR;13440;MARGARITA;13440012;GUATAQUITA;CP;-74.216412;9.0165;3248.471435546875
13;BOLÍVAR;13440;MARGARITA;13440014;CAÑO MONO;CP;-74.248562;8.991176;3251.147705078125
13;BOLÍVAR;13440;MARGARITA;13440017;LA MONTAÑA;CP;-74.19293;9.026868;3248.043212890625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442000;MARÍA LA BAJA;CM;-75.300528;9.982441;3304.0771484375
13;BOLÍVAR;13442;MARÍA LA BAJA;13442001;CORREA;CP;-75.404894;10.042878;3287.35400390625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442002;EL NÍSPERO;CP;-75.423179;9.935997;3280.942138671875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442003;FLAMENCO;CP;-75.396844;9.985887;3283.414306640625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442004;MANPUJÁN;CP;-75.236124;9.991497;3305.90478515625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442005;ÑANGUMA;CP;-75.455282;10.008151;3283.594482421875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442006;RETIRO NUEVO;CP;-75.371464;9.917512;3287.972900390625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442007;SAN JOSÉ DEL PLAYÓN;CP;-75.3293;9.881173;3298.346435546875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442008;SAN PABLO;CP;-75.268091;10.051627;3306
13;BOLÍVAR;13442;MARÍA LA BAJA;13442009;EL MAJAGUA;CP;-75.262185;10.033647;3305.003662109375
13;BOLÍVAR;13442;MARÍA LA BAJA;13442011;LOS BELLOS;CP;-75.385006;9.93516;3284.07470703125
13;BOLÍVAR;13442;MARÍA LA BAJA;13442012;MATUYA;CP;-75.302974;9.941911;3304.77587890625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442014;COLÚ;CP;-75.34537;9.924919;3295.750732421875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442015;EL FLORIDO;CP;-75.348781;9.944098;3295.682373046875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442016;NUEVO RETÉN;CP;-75.353369;9.901308;3293.688232421875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442017;ARROYO GRANDE;CP;-75.355784;9.894194;3293.111083984375
13;BOLÍVAR;13442;MARÍA LA BAJA;13442019;NUEVA ESPERANZA;CP;-75.350441;9.911398;3294.39501953125
13;BOLÍVAR;13442;MARÍA LA BAJA;13442020;PUEBLO NUEVO;CP;-75.389132;9.879581;3283.61328125
13;BOLÍVAR;13442;MARÍA LA BAJA;13442022;PRIMERO DE JULIO;CP;-75.261376;10.042208;3305.43701171875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442023;EL SENA;CP;-75.268575;9.982332;3304.144287109375
13;BOLÍVAR;13442;MARÍA LA BAJA;13442024;LA CURVA;CP;-75.282263;9.963622;3305
13;BOLÍVAR;13442;MARÍA LA BAJA;13442025;LA PISTA;CP;-75.264929;10.041094;3305.61181640625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442026;MARQUEZ;CP;-75.278409;9.969603;3305
13;BOLÍVAR;13442;MARÍA LA BAJA;13442027;MUNGUIA;CP;-75.262717;10.007891;3304.378173828125
13;BOLÍVAR;13442;MARÍA LA BAJA;13442030;CEDRITO;CP;-75.356345;9.934284;3293.57177734375
13;BOLÍVAR;13442;MARÍA LA BAJA;13442031;EL GUAMO;CP;-75.349264;9.885984;3294.091796875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442034;GUARISMO;CP;-75.361607;9.965016;3291.60595703125
13;BOLÍVAR;13442;MARÍA LA BAJA;13442035;LA SUPREMA;CP;-75.308375;9.929884;3303.914306640625
13;BOLÍVAR;13442;MARÍA LA BAJA;13442040;NUEVO PORVENIR;CP;-75.370317;9.905629;3288.410888671875
13;BOLÍVAR;13442;MARÍA LA BAJA;13442043;SUCESIÓN;CP;-75.337211;9.898027;3296.913330078125
13;BOLÍVAR;13442;MARÍA LA BAJA;13442044;TOMA RAZÓN;CP;-75.331585;9.918153;3298.757568359375
13;BOLÍVAR;13442;MARÍA LA BAJA;13442045;EL PUEBLITO;CP;-75.297506;9.931561;3305
13;BOLÍVAR;13458;MONTECRISTO;13458000;MONTECRISTO;CM;-74.468558;8.299375;3224.586669921875
13;BOLÍVAR;13458;MONTECRISTO;13458001;BETANIA;CP;-74.484927;8.367515;3233.747314453125
13;BOLÍVAR;13458;MONTECRISTO;13458002;LA DORADA;CP;-74.477724;8.345444;3229.982421875
13;BOLÍVAR;13458;MONTECRISTO;13458003;PARAÍSO;CP;-74.316975;8.139486;3202.0244140625
13;BOLÍVAR;13458;MONTECRISTO;13458004;PUEBLO LINDO;CP;-74.496242;8.252926;3221.6259765625
13;BOLÍVAR;13458;MONTECRISTO;13458005;PUEBLO NUEVO - REGENCIA;CP;-74.629569;8.097878;3223.009765625
13;BOLÍVAR;13458;MONTECRISTO;13458006;PUERTO ESPAÑA;CP;-74.53075;8.248407;3222.955078125
13;BOLÍVAR;13458;MONTECRISTO;13458007;PLATANAL;CP;-74.509211;8.238624;3220.3388671875
13;BOLÍVAR;13458;MONTECRISTO;13458008;SAN AGUSTÍN;CP;-74.661115;8.167951;3224.993408203125
13;BOLÍVAR;13458;MONTECRISTO;13458012;VILLA URIBE;CP;-74.586124;8.065312;3216.010009765625
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468000;SANTA CRUZ DE MOMPOX. DISTRITO ESPECIAL. TURÍSTICO. CULTURAL E HISTÓRICO;CM;-74.427889;9.243831;3275.513427734375
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468001;CALDERA;CP;-74.492561;9.074099;3265.759033203125
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468002;CANDELARIA;CP;-74.523443;9.069529;3266.069091796875
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468008;GUAIMARAL;CP;-74.595911;9.11495;3267.113037109375
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468009;GUATACA;CP;-74.373189;9.201875;3268.828125
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468010;LA JAGUA;CP;-74.66987;9.10318;3272.04248046875
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468011;LA LOBATA;CP;-74.54027;9.147487;3269.614501953125
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468013;LA RINCONADA;CP;-74.49706;9.233417;3274.950439453125
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468014;LAS BOQUILLAS;CP;-74.563805;9.117611;3268
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468015;LOMA DE SIMÓN;CP;-74.463966;9.226348;3275.000244140625
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468016;LOS PIÑONES;CP;-74.45816;9.096253;3268.30126953125
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468020;SAN IGNACIO;CP;-74.710047;9.107223;3274.625
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468022;SAN NICOLÁS;CP;-74.649271;9.140584;3271.1650390625
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468023;SANTA CRUZ;CP;-74.689814;9.084449;3272.26806640625
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468024;SANTA ROSA;CP;-74.67145;9.069462;3270.389404296875
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468025;SANTA TERESITA;CP;-74.474915;9.248085;3275.16357421875
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468028;ANCÓN;CP;-74.524061;9.22496;3272.95361328125
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468030;LA TRAVESÍA;CP;-74.613036;9.03313;3264.019775390625
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468031;PUEBLO NUEVO;CP;-74.367004;9.166572;3264.957763671875
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468033;BOMBA;CP;-74.602176;9.022694;3264
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468036;EL ROSARIO;CP;-74.634578;9.050038;3265
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468038;SANTA ELENA;CP;-74.601454;9.059053;3265.365234375
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468039;SAN LUIS;CP;-74.495474;9.069726;3265.18408203125
13;BOLÍVAR;13468;SANTA CRUZ DE MOMPOX;13468040;VILLA NUEVA;CP;-74.630105;9.059584;3265.025146484375
13;BOLÍVAR;13473;MORALES;13473000;MORALES;CM;-73.868178;8.276519;3188.8896484375
13;BOLÍVAR;13473;MORALES;13473002;BODEGA CENTRAL;CP;-73.778969;8.145552;3173.003173828125
13;BOLÍVAR;13473;MORALES;13473003;EL DIQUE;CP;-73.775702;8.299934;3183.272216796875
13;BOLÍVAR;13473;MORALES;13473004;LAS PAILAS;CP;-73.766998;8.253419;3179.760009765625
13;BOLÍVAR;13473;MORALES;13473012;BOCA DE LA HONDA;CP;-73.877319;8.376743;3195.932373046875
13;BOLÍVAR;13473;MORALES;13473013;MICOAHUMADO;CP;-74.034146;8.354955;3208.953125
13;BOLÍVAR;13473;MORALES;13473014;PAREDES DE ORORIA;CP;-73.896403;8.135134;3182.53369140625
13;BOLÍVAR;13473;MORALES;13473015;EL CORCOVADO;CP;-74.053136;8.203563;3200.515625
13;BOLÍVAR;13473;MORALES;13473016;LA ESMERALDA;CP;-73.866037;8.329121;3191.077392578125
13;BOLÍVAR;13473;MORALES;13473017;LA PALMA;CP;-73.877619;8.470075;3205.092529296875
13;BOLÍVAR;13473;MORALES;13473019;BOCA DE LA CIENAGA;CP;-73.782376;8.317328;3185.005615234375
13;BOLÍVAR;13490;NOROSÍ;13490000;NOROSÍ;CM;-74.038043;8.526298;3213.62841796875
13;BOLÍVAR;13490;NOROSÍ;13490001;BUENA SEÑA;CP;-74.097756;8.545038;3219.248291015625
13;BOLÍVAR;13490;NOROSÍ;13490002;CASA DE BARRO;CP;-74.227572;8.416266;3222.057861328125
13;BOLÍVAR;13490;NOROSÍ;13490003;LAS NIEVES;CP;-74.22451;8.411709;3221.855224609375
13;BOLÍVAR;13490;NOROSÍ;13490004;MINA BRISA;CP;-74.16706;8.46251;3221.436767578125
13;BOLÍVAR;13490;NOROSÍ;13490005;MINA ESTRELLA;CP;-74.089049;8.597975;3222.995361328125
13;BOLÍVAR;13490;NOROSÍ;13490006;OLIVARES;CP;-74.116678;8.603039;3221.49560546875
13;BOLÍVAR;13490;NOROSÍ;13490007;SANTA ELENA;CP;-74.027023;8.56803;3214.009521484375
13;BOLÍVAR;13490;NOROSÍ;13490008;VILLA ARIZA;CP;-74.013683;8.600134;3214.25927734375
13;BOLÍVAR;13549;PINILLOS;13549000;PINILLOS;CM;-74.462294;8.914952;3253.81396484375
13;BOLÍVAR;13549;PINILLOS;13549001;ARMENIA;CP;-74.390039;8.893582;3246.163818359375
13;BOLÍVAR;13549;PINILLOS;13549004;LA RUFINA;CP;-74.278635;8.691046;3239.337646484375
13;BOLÍVAR;13549;PINILLOS;13549005;LA UNION;CP;-74.316005;8.722757;3243.73046875
13;BOLÍVAR;13549;PINILLOS;13549007;LAS FLORES;CP;-74.462328;9.057098;3266.083251953125
13;BOLÍVAR;13549;PINILLOS;13549009;MANTEQUERA;CP;-74.470991;8.858422;3246.810302734375
13;BOLÍVAR;13549;PINILLOS;13549010;PALENQUITO;CP;-74.462302;8.999865;3262.703125
13;BOLÍVAR;13549;PINILLOS;13549011;PALOMINO;CP;-74.440932;8.937937;3255.11669921875
13;BOLÍVAR;13549;PINILLOS;13549012;PUERTO LÓPEZ;CP;-74.382647;8.78735;3242.0078125
13;BOLÍVAR;13549;PINILLOS;13549014;SANTA COA;CP;-74.522222;8.95943;3258.561279296875
13;BOLÍVAR;13549;PINILLOS;13549015;SANTA ROSA;CP;-74.362732;8.87995;3246.005126953125
13;BOLÍVAR;13549;PINILLOS;13549018;RUFINA NUEVA;CP;-74.268315;8.697331;3239.0185546875
13;BOLÍVAR;13549;PINILLOS;13549024;LA VICTORIA;CP;-74.412861;8.905832;3246.994384765625
13;BOLÍVAR;13549;PINILLOS;13549025;LOS LIMONES;CP;-74.459801;9.025833;3264.736328125
13;BOLÍVAR;13549;PINILLOS;13549032;TAPOA;CP;-74.310578;8.831709;3245.955078125
13;BOLÍVAR;13549;PINILLOS;13549034;LA UNION CABECERA;CP;-74.491312;8.936659;3254.8681640625
13;BOLÍVAR;13580;REGIDOR;13580000;REGIDOR;CM;-73.821638;8.666258;3207.755126953125
13;BOLÍVAR;13580;REGIDOR;13580001;PIÑAL;CP;-73.93454;8.660794;3212
13;BOLÍVAR;13580;REGIDOR;13580003;LOS CAIMANES;CP;-73.847722;8.768118;3217.433349609375
13;BOLÍVAR;13580;REGIDOR;13580004;SAN ANTONIO;CP;-73.801725;8.743025;3208.875732421875
13;BOLÍVAR;13580;REGIDOR;13580005;SAN CAYETANO;CP;-73.907382;8.654153;3212.596435546875
13;BOLÍVAR;13580;REGIDOR;13580006;SANTA LUCÍA;CP;-73.925144;8.670065;3212.95751953125
13;BOLÍVAR;13580;REGIDOR;13580007;SANTA TERESA;CP;-73.79521;8.786279;3210.349365234375
13;BOLÍVAR;13600;RÍO VIEJO;13600000;RÍO VIEJO;CM;-73.840466;8.58795;3206.968017578125
13;BOLÍVAR;13600;RÍO VIEJO;13600007;CAIMITAL;CP;-73.88788;8.618335;3211.0009765625
13;BOLÍVAR;13600;RÍO VIEJO;13600009;COBADILLO;CP;-73.920711;8.566714;3209.350830078125
13;BOLÍVAR;13600;RÍO VIEJO;13600010;HATILLO;CP;-73.937036;8.555806;3210.803955078125
13;BOLÍVAR;13600;RÍO VIEJO;13600011;MACEDONIA;CP;-73.926511;8.64821;3212.00048828125
13;BOLÍVAR;13600;RÍO VIEJO;13600014;SIERPETUERTA;CP;-73.927561;8.629532;3212
13;BOLÍVAR;13620;SAN CRISTÓBAL;13620000;SAN CRISTÓBAL;CM;-75.065076;10.392836;3322.990478515625
13;BOLÍVAR;13620;SAN CRISTÓBAL;13620001;HIGUERETAL;CP;-75.091982;10.366396;3321.732177734375
